@RELATION emotionModelData1KNN
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {angry,neutral}

@DATA
0.210056,0.009733,2.897797,0.301686,0.230533,1.507620,0.018518,0.363094,-28.414967,1.859592,0.214417,-0.191254,-0.461708,0.139617,-0.236723,0.071346,-0.026315,-0.005495,0.013075,-0.133999,-0.057088,0.021793,0.007048,0.028085,0.020586,0.013263,0.015822,0.014854,0.002324,0.009389,0.022151,0.022495,0.011549,0.022456,0.115226,0.012115,0.475980,0.087960,0.033559,0.538107,0.012920,0.185975,3.270147,1.027100,0.771261,0.533763,0.478595,0.325330,0.362155,0.290855,0.235893,0.282726,0.236009,0.247779,0.282534,0.026789,0.009656,0.029529,0.028819,0.012326,0.021483,0.016410,0.003116,0.015608,0.026166,0.027173,0.014863,0.012915,angry
0.211070,0.018121,2.764953,0.304571,0.221439,1.384071,0.022353,0.342046,-28.819637,1.489249,-0.551261,-0.469248,-0.048657,0.129866,-0.201412,-0.018534,-0.052735,-0.052881,-0.112576,-0.141269,-0.191403,0.018186,0.012509,0.027192,0.017673,0.014127,0.009371,0.014765,0.008813,0.016561,0.011759,0.013874,0.007377,0.021230,0.098254,0.026090,0.561264,0.087948,0.038320,0.584122,0.014802,0.189740,4.504734,1.017147,1.116733,0.687868,0.475199,0.443636,0.356648,0.324499,0.307860,0.322812,0.328489,0.322329,0.308947,0.024349,0.019873,0.033642,0.024960,0.019670,0.013299,0.018905,0.015025,0.024410,0.014562,0.019562,0.009718,0.012459,angry
0.209654,0.016842,2.848694,0.307061,0.222826,1.551288,0.026635,0.366481,-26.722409,1.371188,-0.533580,-0.614435,-0.468335,-0.134222,-0.371017,-0.282618,-0.155689,-0.078981,-0.001882,0.068512,0.043713,0.012299,0.006475,0.014309,0.012907,0.023080,0.019570,0.019926,0.006191,0.014024,0.015346,0.014437,0.011398,0.023443,0.092647,0.017623,0.556443,0.081960,0.039727,0.626198,0.019059,0.204118,2.862065,1.078802,0.931273,0.697566,0.418990,0.409594,0.432505,0.391927,0.436786,0.451605,0.438519,0.467580,0.382140,0.019137,0.010312,0.023714,0.021691,0.035497,0.023043,0.028469,0.012741,0.023471,0.018074,0.021323,0.017373,0.013559,angry
0.170496,0.039550,2.815643,0.256916,0.212845,1.098277,0.030786,0.255665,-26.371401,2.210652,-0.165136,-0.409047,-0.294240,-0.237598,-0.341176,-0.292460,-0.245533,-0.138242,-0.050786,0.067604,0.009101,0.016409,0.005960,0.024881,0.028507,0.025866,0.029593,0.023164,0.005103,0.015853,0.013605,0.013793,0.007824,0.027291,0.108772,0.034621,0.534608,0.096638,0.043034,0.666678,0.022976,0.199994,3.062232,1.114987,0.995827,0.638770,0.434970,0.443084,0.341674,0.346748,0.331899,0.319187,0.362378,0.335162,0.292357,0.026124,0.009756,0.033089,0.036851,0.036857,0.035496,0.026528,0.010093,0.019763,0.017989,0.020701,0.012569,0.016073,angry
0.145583,0.038728,2.792174,0.229521,0.201472,1.067165,0.024099,0.216313,-26.395889,2.499578,-0.497833,-0.461206,-0.358587,-0.049669,-0.103031,-0.174101,-0.271785,-0.208325,-0.122720,-0.076033,-0.021082,0.020768,0.009213,0.038843,0.039853,0.023780,0.024662,0.017937,0.006914,0.007708,0.007674,0.011052,0.011414,0.026796,0.048467,0.037681,0.678608,0.056817,0.034870,0.568943,0.015070,0.124630,3.586154,0.825870,0.728696,0.466716,0.308390,0.431567,0.371135,0.379609,0.318055,0.274316,0.297478,0.277355,0.266833,0.021930,0.013323,0.041189,0.043804,0.024478,0.024437,0.015291,0.012465,0.009402,0.008063,0.013431,0.016894,0.013959,angry
0.386235,0.015060,2.677746,0.429376,0.201104,1.745131,0.020000,0.546449,-28.626309,-0.523905,-0.561046,-0.448858,-0.475744,0.303167,-0.143201,0.105601,-0.301417,-0.124958,-0.012071,0.066984,-0.011523,0.007734,0.006885,0.008484,0.006870,0.011093,0.010608,0.010160,0.007273,0.004550,0.003744,0.004157,0.005371,0.010795,0.117817,0.021595,0.597277,0.091717,0.034683,0.519986,0.011377,0.149317,3.378976,1.106023,1.017568,0.827758,0.497148,0.486668,0.438219,0.327088,0.360140,0.364721,0.355314,0.284743,0.321817,0.011361,0.010200,0.012025,0.010228,0.017500,0.015185,0.014380,0.010410,0.006744,0.005059,0.005986,0.008217,0.007476,angry
0.341226,0.012452,2.675751,0.400798,0.202832,1.610260,0.021200,0.496128,-28.712846,-0.178267,-0.774845,-0.499664,-0.547007,0.211233,-0.050474,0.167006,-0.214280,-0.080138,0.016269,0.001287,-0.051490,0.009139,0.008917,0.010335,0.009111,0.011567,0.010936,0.008356,0.005720,0.004203,0.004114,0.005117,0.008468,0.012005,0.119086,0.019450,0.544921,0.089005,0.037103,0.523495,0.012409,0.162873,3.565348,1.112817,1.031815,0.884443,0.514703,0.498087,0.421482,0.352669,0.368802,0.378606,0.340903,0.304792,0.297164,0.012495,0.014674,0.014490,0.012495,0.015761,0.016665,0.013254,0.009109,0.007397,0.006279,0.007164,0.013668,0.007761,angry
0.366767,0.013423,2.706475,0.421712,0.207195,1.719960,0.019069,0.528800,-29.469705,-0.281352,-0.660783,-0.525307,-0.431629,0.176681,-0.025471,0.138895,-0.210693,-0.107536,-0.042441,0.022240,-0.025230,0.007865,0.007460,0.008859,0.010657,0.010380,0.007666,0.007726,0.006228,0.005438,0.004990,0.005492,0.006298,0.010218,0.128620,0.021165,0.559897,0.096292,0.038935,0.562851,0.011084,0.170920,3.820524,1.134895,0.956995,0.771769,0.561517,0.521471,0.392366,0.333663,0.340101,0.365082,0.330627,0.314480,0.277023,0.012018,0.010356,0.013128,0.016235,0.014323,0.009514,0.010973,0.009610,0.009204,0.006555,0.007321,0.009044,0.007401,angry
0.308179,0.010731,2.728923,0.359449,0.199029,1.728186,0.016695,0.455108,-28.598062,0.245152,-0.678021,0.322545,-0.552475,0.123261,-0.082102,0.107536,-0.138886,0.039952,-0.062295,0.093147,-0.096800,0.010017,0.005066,0.011274,0.006864,0.012060,0.010198,0.014677,0.004995,0.007801,0.011343,0.013344,0.007138,0.013259,0.096134,0.019523,0.518907,0.070356,0.036618,0.474372,0.008666,0.142881,3.239780,1.121939,1.113959,0.764118,0.551794,0.514048,0.399662,0.338457,0.338079,0.307679,0.272540,0.266947,0.284884,0.013491,0.006895,0.016362,0.009440,0.017019,0.013430,0.019888,0.007646,0.013324,0.016461,0.015160,0.009840,0.009619,angry
0.359397,0.009870,2.662162,0.415577,0.213167,1.791285,0.017757,0.542086,-29.543053,-0.179675,-0.567445,-0.585232,-0.566532,0.330673,-0.081573,0.203936,-0.225201,-0.206782,-0.072164,-0.004567,-0.052368,0.010236,0.007566,0.013765,0.011877,0.010281,0.008940,0.007927,0.008642,0.005730,0.004627,0.004436,0.005387,0.011976,0.115573,0.016081,0.632946,0.081210,0.036774,0.546941,0.009833,0.138180,3.864983,1.096912,0.807417,0.687992,0.577763,0.532242,0.388369,0.355395,0.359342,0.325029,0.346778,0.293696,0.273237,0.015516,0.010305,0.019968,0.015909,0.011469,0.012736,0.009861,0.013859,0.009665,0.006619,0.005770,0.008853,0.008503,angry
0.369445,0.010338,2.657027,0.416843,0.206029,1.733635,0.018595,0.533530,-29.597358,-0.286137,-0.631971,-0.512264,-0.548658,0.294544,-0.092193,0.211640,-0.215577,-0.026325,-0.089050,-0.007653,-0.114518,0.009735,0.009645,0.011493,0.009152,0.009012,0.007928,0.008212,0.006337,0.005046,0.004284,0.005928,0.006228,0.011337,0.109298,0.016157,0.605770,0.081447,0.038033,0.545927,0.008837,0.146520,3.968132,1.058408,0.985707,0.776106,0.464808,0.530136,0.392602,0.350367,0.345889,0.321319,0.350873,0.287085,0.299833,0.013801,0.013714,0.018154,0.013663,0.012572,0.010089,0.012014,0.010227,0.007478,0.006297,0.009927,0.009522,0.007612,angry
0.359308,0.009352,2.680234,0.413168,0.213782,1.781483,0.018605,0.541051,-29.609262,-0.124674,-0.575344,-0.544178,-0.540527,0.313035,-0.077758,0.192381,-0.205596,-0.191599,-0.054537,-0.022797,-0.073259,0.008724,0.008366,0.013510,0.012291,0.010410,0.008019,0.009610,0.007529,0.005773,0.005529,0.005271,0.005150,0.012070,0.116231,0.015778,0.580389,0.083909,0.037943,0.576483,0.010501,0.152977,3.752975,1.105296,0.854279,0.694623,0.551501,0.535256,0.384353,0.356126,0.327590,0.315117,0.322077,0.285692,0.260902,0.011745,0.012755,0.018521,0.018670,0.011863,0.010305,0.016270,0.011785,0.008744,0.008798,0.007557,0.007435,0.008538,angry
0.372163,0.010389,2.657480,0.420577,0.205597,1.750163,0.018576,0.538784,-29.519299,-0.350277,-0.626684,-0.519096,-0.564102,0.294177,-0.107481,0.203701,-0.222333,-0.009431,-0.085562,-0.016981,-0.121195,0.009904,0.009479,0.010954,0.008534,0.008646,0.007729,0.007930,0.006294,0.004971,0.004287,0.005953,0.006652,0.011146,0.107997,0.016170,0.601795,0.080222,0.037619,0.524444,0.008735,0.140416,3.939908,1.053986,1.004974,0.774472,0.475540,0.520669,0.382163,0.356176,0.347647,0.335011,0.354638,0.292451,0.296922,0.014010,0.013586,0.017332,0.012495,0.012096,0.009895,0.011585,0.010130,0.007373,0.006315,0.009924,0.009658,0.007514,angry
0.355071,0.013037,2.686340,0.406727,0.201708,1.686852,0.020487,0.510866,-29.163117,-0.308097,-0.855910,-0.378757,-0.452730,0.247708,-0.055155,0.118552,-0.221160,-0.060894,0.041380,-0.007966,-0.069262,0.008870,0.006575,0.009337,0.009724,0.011427,0.010262,0.008925,0.006686,0.005262,0.005300,0.006149,0.006017,0.011709,0.123383,0.020272,0.587490,0.092303,0.038436,0.533995,0.011666,0.161722,3.589912,1.111343,1.094854,0.818882,0.523286,0.532968,0.459185,0.332009,0.371349,0.348508,0.367929,0.292624,0.295059,0.014030,0.009690,0.014101,0.014925,0.015926,0.016419,0.011406,0.011270,0.008338,0.008471,0.009114,0.009173,0.008292,angry
0.198079,0.009092,2.724979,0.287508,0.208754,1.573336,0.021414,0.324417,-30.223770,1.769670,-0.680804,-0.008901,-0.203262,-0.215083,-0.124807,-0.116541,-0.235246,-0.226803,-0.038988,-0.051077,0.020302,0.014235,0.005764,0.016992,0.027622,0.034672,0.025293,0.016607,0.004378,0.014021,0.011293,0.008676,0.004893,0.022163,0.115430,0.016694,0.554637,0.114409,0.045760,0.635477,0.016095,0.215005,4.351480,1.399177,0.980874,0.462927,0.405180,0.198984,0.314238,0.343481,0.194371,0.258166,0.297669,0.214143,0.221381,0.018874,0.005304,0.019493,0.034173,0.037481,0.038299,0.017477,0.004461,0.017635,0.014741,0.006453,0.004534,0.013269,angry
0.189129,0.005519,2.667508,0.278405,0.209342,1.323835,0.028974,0.284395,-30.364846,1.694472,-0.835047,-0.297071,-0.317551,-0.148328,-0.127915,-0.218608,-0.132261,-0.186203,-0.066383,-0.043771,-0.004973,0.017337,0.008565,0.021929,0.021705,0.018070,0.019616,0.016385,0.005830,0.011379,0.012497,0.013233,0.007286,0.023329,0.084794,0.008931,0.672984,0.077005,0.045581,0.614684,0.021021,0.169508,3.899035,1.205336,1.031257,0.778202,0.466756,0.386027,0.398033,0.365810,0.357965,0.375670,0.383257,0.358906,0.306853,0.025769,0.013720,0.024903,0.029798,0.025832,0.028364,0.023481,0.011662,0.017058,0.018299,0.017773,0.011436,0.014712,angry
0.165309,0.037047,3.053421,0.280446,0.222226,1.783752,0.014774,0.323458,-26.192700,1.818276,-0.523596,-0.051474,-0.445593,-0.308683,-0.165619,0.156674,-0.070617,-0.115451,-0.005231,-0.001042,0.105229,0.009164,0.015162,0.015834,0.008697,0.022409,0.030183,0.036017,0.003155,0.013902,0.017508,0.010809,0.005749,0.022088,0.081668,0.036744,0.347539,0.070880,0.036850,0.597641,0.011812,0.211669,5.005698,0.629857,0.470760,0.298745,0.359673,0.247024,0.211054,0.381951,0.274294,0.310417,0.231159,0.214888,0.148718,0.007231,0.012961,0.016703,0.007014,0.034039,0.036942,0.038875,0.004515,0.016115,0.019351,0.012713,0.004724,0.012241,angry
0.219625,0.009100,2.765624,0.315389,0.217173,1.490780,0.027543,0.376864,-29.916034,1.107681,-0.790060,-0.375010,-0.251621,-0.123441,-0.201802,-0.066793,-0.065316,-0.113266,-0.079880,0.002852,-0.013682,0.014966,0.013142,0.021769,0.017447,0.013992,0.010641,0.011603,0.007615,0.011380,0.012032,0.012653,0.009346,0.021161,0.085719,0.012794,0.571631,0.071881,0.037631,0.647912,0.021485,0.181834,4.133558,1.275571,1.039523,0.764430,0.440686,0.426981,0.395479,0.353052,0.379695,0.355847,0.368335,0.347944,0.288218,0.022757,0.022618,0.031121,0.023554,0.017989,0.014066,0.014148,0.017713,0.017183,0.017389,0.018200,0.017168,0.013655,angry
0.221031,0.010994,2.635808,0.299294,0.214194,1.462152,0.024796,0.340280,-29.102107,1.582364,-0.677644,-0.344517,-0.282615,-0.066583,-0.106535,-0.163609,-0.144358,-0.193521,-0.159023,-0.069087,-0.060868,0.016982,0.011020,0.021786,0.020808,0.019343,0.015582,0.014901,0.005450,0.012255,0.011157,0.009621,0.006040,0.020251,0.114095,0.018475,0.728490,0.097138,0.041649,0.700464,0.016692,0.207181,4.077995,1.261185,1.071857,0.710451,0.407516,0.430411,0.346274,0.313104,0.323668,0.365777,0.400484,0.344891,0.348987,0.028650,0.017506,0.027495,0.028694,0.025221,0.025240,0.021643,0.007701,0.018050,0.016693,0.010900,0.007845,0.014183,angry
0.220868,0.012485,2.704207,0.318074,0.228108,1.599574,0.028007,0.355262,-33.283061,1.182328,-0.559551,-0.010378,-0.304749,-0.114977,-0.228185,-0.097647,-0.146733,-0.055175,-0.017925,0.067929,0.005207,0.018425,0.007088,0.023405,0.014916,0.019378,0.018374,0.018314,0.006475,0.013081,0.007388,0.008388,0.012202,0.019568,0.085765,0.021486,0.642165,0.084550,0.040977,0.856841,0.029514,0.179868,4.104495,1.263739,0.935651,0.596535,0.408394,0.434871,0.378507,0.383582,0.320557,0.343035,0.330866,0.307460,0.245607,0.033596,0.010229,0.029137,0.019854,0.028109,0.022375,0.022953,0.014281,0.019427,0.006424,0.009643,0.018537,0.014640,angry
0.187809,0.007109,2.691872,0.286883,0.219699,1.384559,0.028268,0.325821,-30.559867,1.636578,-0.731928,-0.536810,-0.174821,-0.184964,-0.320985,-0.133859,-0.254060,0.015508,0.041383,0.089079,0.045206,0.014918,0.007921,0.015187,0.013533,0.016099,0.027368,0.019667,0.005251,0.017457,0.017859,0.011537,0.007752,0.022832,0.060359,0.012613,0.584377,0.067511,0.044087,0.688103,0.019961,0.197566,3.964541,1.006545,1.010211,0.707659,0.435476,0.406254,0.485543,0.369701,0.363281,0.419930,0.364360,0.355738,0.320673,0.021029,0.013000,0.019125,0.018223,0.021569,0.034897,0.029124,0.008691,0.027765,0.021384,0.014559,0.013147,0.011938,angry
